wavenumber,AKD-TPS_20,K2S2O8-starch1
3581.811312,99.812709,94.657937
3579.882496,99.87605,94.531424
3577.95368,99.862136,94.373177
3576.024864,99.843526,94.234521
3574.096048,99.86002,94.082251
3572.167232,99.925007,93.912349
3570.238416,99.89517,93.685848
3568.3096,99.621805,93.332682
3566.380784,99.298041,92.972078
3564.451968,99.290671,92.804576
3562.523152,99.448588,92.741493
3560.594336,99.594177,92.665052
3558.66552,99.6917,92.554233
3556.736704,99.695208,92.400784
3554.807888,99.624565,92.149255
3552.879072,99.571,91.907284
3550.950256,99.585483,91.72198
3549.02144,99.508974,91.517558
3547.092624,99.340582,91.273104
3545.163808,99.208649,91.039874
3543.234992,99.276915,90.864196
3541.306176,99.415042,90.771339
3539.37736,99.427538,90.626811
3537.448544,99.366943,90.384661
3535.519728,99.329961,90.129133
3533.590912,99.362113,89.988479
3531.662096,99.375392,89.793708
3529.73328,99.258067,89.505379
3527.804464,99.140419,89.256642
3525.875648,99.091047,89.061635
3523.946832,99.052037,88.873464
3522.018016,99.075465,88.715663
3520.0892,99.124103,88.537489
3518.160384,99.125021,88.36532
3516.231568,99.159626,88.219263
3514.302752,99.159485,88.073706
3512.373936,99.113781,87.847187
3510.44512,99.033851,87.601442
3508.516304,98.985687,87.430618
3506.587488,98.955496,87.25258
3504.658672,98.905499,87.031492
3502.729856,98.795392,86.77249
3500.80104,98.738212,86.576885
3498.872224,98.827633,86.48761
3496.943408,98.884927,86.392619
3495.014592,98.885229,86.202806
3493.085776,98.860385,85.982975
3491.15696,98.846117,85.836996
3489.228144,98.781284,85.647322
3487.299328,98.716418,85.44616
3485.370512,98.699883,85.271369
3483.441696,98.660098,85.092207
3481.51288,98.591915,84.908893
3479.584064,98.531662,84.715606
3477.655248,98.564892,84.53964
3475.726432,98.552406,84.383958
3473.797616,98.48125,84.204237
3471.8688,98.48478,84.040442
3469.939984,98.494315,83.866549
3468.011168,98.440611,83.692776
3466.082352,98.382927,83.501791
3464.153536,98.359781,83.329022
3462.22472,98.334719,83.155673
3460.295904,98.333326,82.989381
3458.367088,98.357916,82.831762
3456.438272,98.345308,82.652318
3454.509456,98.279342,82.462811
3452.58064,98.255583,82.300925
3450.651824,98.255885,82.160514
3448.723008,98.212939,82.004111
3446.794192,98.148047,81.807906
3444.865376,98.142553,81.610839
3442.93656,98.149567,81.45941
3441.007744,98.148125,81.319894
3439.078928,98.130579,81.186501
3437.150112,98.112454,81.060923
3435.221296,98.130955,80.950598
3433.29248,98.10085,80.817462
3431.363664,98.027108,80.629272
3429.434848,98.018422,80.471019
3427.506032,98.033128,80.291448
3425.577216,97.989837,80.082123
3423.6484,97.95599,79.924859
3421.719584,97.918621,79.7827
3419.790768,97.864381,79.58889
3417.861952,97.845426,79.422309
3415.933136,97.854707,79.309278
3414.00432,97.825207,79.201154
3412.075504,97.824091,79.116608
3410.146688,97.804728,79.005717
3408.217872,97.736453,78.845509
3406.289056,97.704222,78.660587
3404.36024,97.707381,78.512056
3402.431424,97.666989,78.384879
3400.502608,97.628394,78.265986
3398.573792,97.611631,78.124659
3396.644976,97.603797,77.966454
3394.71616,97.555332,77.838742
3392.787344,97.490099,77.734398
3390.858528,97.491721,77.623566
3388.929712,97.507323,77.500802
3387.000896,97.490647,77.364975
3385.07208,97.476735,77.237077
3383.143264,97.418071,77.117401
3381.214448,97.37974,77.006757
3379.285632,97.394791,76.908252
3377.356816,97.412227,76.791944
3375.428,97.417528,76.693332
3373.499184,97.413094,76.592171
3371.570368,97.408795,76.500699
3369.641552,97.412785,76.431189
3367.712736,97.39834,76.371599
3365.78392,97.361941,76.294004
3363.855104,97.350117,76.185193
3361.926288,97.361299,76.075563
3359.997472,97.345133,75.979445
3358.068656,97.353506,75.93286
3356.13984,97.34382,75.829324
3354.211024,97.311514,75.736722
3352.282208,97.32058,75.71468
3350.353392,97.347695,75.70909
3348.424576,97.344241,75.64796
3346.49576,97.302104,75.530211
3344.566944,97.267823,75.444758
3342.638128,97.266927,75.409212
3340.709312,97.290385,75.401092
3338.780496,97.244794,75.365353
3336.85168,97.185281,75.290082
3334.922864,97.176549,75.198964
3332.994048,97.21584,75.154149
3331.065232,97.256949,75.142054
3329.136416,97.216017,75.108921
3327.2076,97.187564,75.107292
3325.278784,97.159267,75.068211
3323.349968,97.162839,75.013621
3321.421152,97.188383,74.979981
3319.492336,97.166371,74.946736
3317.56352,97.106677,74.916943
3315.634704,97.084579,74.918916
3313.705888,97.089175,74.900227
3311.777072,97.085816,74.883522
3309.848256,97.081657,74.873459
3307.91944,97.080581,74.869871
3305.990624,97.089316,74.879477
3304.061808,97.101971,74.882011
3302.132992,97.109177,74.86219
3300.204176,97.094457,74.8471
3298.27536,97.1069,74.82991
3296.346544,97.125922,74.864249
3294.417728,97.130606,74.906394
3292.488912,97.164063,74.901113
3290.560096,97.177478,74.877627
3288.63128,97.188536,74.858253
3286.702464,97.181138,74.835766
3284.773648,97.154733,74.861695
3282.844832,97.147469,74.902386
3280.916016,97.196154,74.95901
3278.9872,97.229456,74.974663
3277.058384,97.216503,74.974647
3275.129568,97.178085,75.009026
3273.200752,97.171544,75.060714
3271.271936,97.184692,75.098049
3269.34312,97.200046,75.155767
3267.414304,97.216295,75.167007
3265.485488,97.250167,75.181489
3263.556672,97.262127,75.229796
3261.627856,97.224322,75.235599
3259.69904,97.171369,75.248039
3257.770224,97.162189,75.325071
3255.841408,97.179543,75.385455
3253.912592,97.20223,75.475512
3251.983776,97.217888,75.55749
3250.05496,97.217964,75.604944
3248.126144,97.238094,75.669221
3246.197328,97.232471,75.764145
3244.268512,97.207435,75.824146
3242.339696,97.230876,75.888069
3240.41088,97.232011,75.961442
3238.482064,97.229031,76.04848
3236.553248,97.258966,76.143478
3234.624432,97.28103,76.274422
3232.695616,97.293294,76.402569
3230.7668,97.321945,76.493761
3228.837984,97.312759,76.548416
3226.909168,97.288086,76.60901
3224.980352,97.321854,76.708969
3223.051536,97.365312,76.821282
3221.12272,97.370709,76.908766
3219.193904,97.387852,77.028323
3217.265088,97.411843,77.170797
3215.336272,97.428048,77.293974
3213.407456,97.462404,77.387041
3211.47864,97.488674,77.505191
3209.549824,97.479977,77.621627
3207.621008,97.493559,77.718779
3205.692192,97.544386,77.868291
3203.763376,97.616311,78.071158
3201.83456,97.611673,78.217252
3199.905744,97.622458,78.322344
3197.976928,97.674071,78.432135
3196.048112,97.679655,78.555625
3194.119296,97.671679,78.67077
3192.19048,97.677678,78.82727
3190.261664,97.686803,78.983514
3188.332848,97.734423,79.135283
3186.404032,97.750533,79.260256
3184.475216,97.763436,79.387726
3182.5464,97.787337,79.549997
3180.617584,97.794302,79.716317
3178.688768,97.79269,79.847593
3176.759952,97.812035,80.019131
3174.831136,97.850185,80.202165
3172.90232,97.887067,80.336053
3170.973504,97.905698,80.481252
3169.044688,97.922056,80.678813
3167.115872,97.948258,80.85703
3165.187056,97.992444,81.043533
3163.25824,98.00855,81.214636
3161.329424,98.054738,81.407646
3159.400608,98.087024,81.580485
3157.471792,98.078889,81.685734
3155.542976,98.088299,81.858122
3153.61416,98.105543,82.044815
3151.685344,98.132067,82.226486
3149.756528,98.120419,82.417159
3147.827712,98.141977,82.589653
3145.898896,98.210764,82.766889
3143.97008,98.24868,82.938011
3142.041264,98.282849,83.080669
3140.112448,98.297389,83.238556
3138.183632,98.33285,83.434528
3136.254816,98.382697,83.599279
3134.326,98.392352,83.727366
3132.397184,98.391232,83.880267
3130.468368,98.425755,84.070659
3128.539552,98.443838,84.271293
3126.610736,98.434412,84.421476
3124.68192,98.450637,84.581966
3122.753104,98.470236,84.751562
3120.824288,98.493845,84.899205
3118.895472,98.500948,85.047517
3116.966656,98.513931,85.20254
3115.03784,98.533655,85.345752
3113.109024,98.560527,85.508988
3111.180208,98.590066,85.683111
3109.251392,98.613115,85.850814
3107.322576,98.645403,86.013517
3105.39376,98.657313,86.116838
3103.464944,98.639855,86.229616
3101.536128,98.624794,86.357864
3099.607312,98.657205,86.50549
3097.678496,98.720634,86.664675
3095.74968,98.733202,86.814313
3093.820864,98.737161,86.954222
3091.892048,98.7737,87.135547
3089.963232,98.790201,87.286932
3088.034416,98.829855,87.424695
3086.1056,98.882419,87.591767
3084.176784,98.875386,87.721043
3082.247968,98.881698,87.825515
3080.319152,98.911544,87.955301
3078.390336,98.948095,88.109287
3076.46152,98.959084,88.251513
3074.532704,98.971495,88.374632
3072.603888,99.018358,88.515457
3070.675072,99.036052,88.639733
3068.746256,99.024315,88.740132
3066.81744,99.018232,88.855891
3064.888624,99.031333,88.980545
3062.959808,99.068447,89.112346
3061.030992,99.10047,89.244909
3059.102176,99.12018,89.372078
3057.17336,99.137563,89.509334
3055.244544,99.153072,89.627102
3053.315728,99.172433,89.724814
3051.386912,99.190042,89.828918
3049.458096,99.204284,89.947008
3047.52928,99.224371,90.030843
3045.600464,99.224259,90.125017
3043.671648,99.213851,90.255016
3041.742832,99.217985,90.356381
3039.814016,99.226662,90.444853
3037.8852,99.250145,90.52568
3035.956384,99.250227,90.573931
3034.027568,99.2729,90.651309
3032.098752,99.284299,90.759972
3030.169936,99.276713,90.84665
3028.24112,99.292643,90.913911
3026.312304,99.3394,91.006387
3024.383488,99.377387,91.106789
3022.454672,99.372035,91.172174
3020.525856,99.360189,91.230169
3018.59704,99.358461,91.292727
3016.668224,99.383734,91.348546
3014.739408,99.396953,91.418017
3012.810592,99.392668,91.477682
3010.881776,99.394881,91.515106
3008.95296,99.392507,91.549188
3007.024144,99.401952,91.578959
3005.095328,99.400648,91.569319
3003.166512,99.404864,91.609199
3001.237696,99.437026,91.667695
2999.30888,99.458499,91.685259
2997.380064,99.448927,91.702465
2995.451248,99.422298,91.678358
2993.522432,99.39228,91.620398
2991.593616,99.387928,91.582999
2989.6648,99.39965,91.548675
2987.735984,99.369246,91.480259
2985.807168,99.334206,91.390155
2983.878352,99.340319,91.314172
2981.949536,99.352905,91.236495
2980.02072,99.297172,91.087013
2978.091904,99.234665,90.924084
2976.163088,99.21172,90.794254
2974.234272,99.188373,90.64401
2972.305456,99.140224,90.457077
2970.37664,99.093709,90.277924
2968.447824,99.041742,90.059923
2966.519008,98.972917,89.79673
2964.590192,98.904229,89.533432
2962.661376,98.839449,89.302283
2960.73256,98.805796,89.057399
2958.803744,98.760738,88.807495
2956.874928,98.716494,88.581479
2954.946112,98.691516,88.376523
2953.017296,98.68532,88.184337
2951.08848,98.704273,88.009162
2949.159664,98.67703,87.780239
2947.230848,98.638439,87.521274
2945.302032,98.627718,87.274947
2943.373216,98.588703,87.002257
2941.4444,98.522384,86.684093
2939.515584,98.4734,86.396685
2937.586768,98.427462,86.140539
2935.657952,98.357804,85.864864
2933.729136,98.31383,85.646519
2931.80032,98.272023,85.470683
2929.871504,98.217097,85.338276
2927.942688,98.157031,85.25991
2926.013872,98.117404,85.210661
2924.085056,98.064575,85.189827
2922.15624,97.960784,85.204358
2920.227424,97.8688,85.226346
2918.298608,97.787306,85.241417
2916.369792,97.725651,85.316413
2914.440976,97.798057,85.573336
2912.51216,97.990904,85.978136
2910.583344,98.18283,86.378375
2908.654528,98.305616,86.649199
2906.725712,98.395117,86.855612
2904.796896,98.461832,87.05155
2902.86808,98.485765,87.16005
2900.939264,98.509454,87.209047
2899.010448,98.543575,87.258722
2897.081632,98.549141,87.321814
2895.152816,98.535457,87.361744
2893.224,98.551645,87.383445
2891.295184,98.536623,87.422562
2889.366368,98.534154,87.488602
2887.437552,98.548142,87.558982
2885.508736,98.577965,87.662285
2883.57992,98.606239,87.765775
2881.651104,98.596777,87.87056
2879.722288,98.612065,88.013024
2877.793472,98.645481,88.156665
2875.864656,98.68557,88.275515
2873.93584,98.725498,88.435721
2872.007024,98.733165,88.59369
2870.078208,98.762419,88.758157
2868.149392,98.821142,88.944376
2866.220576,98.855254,89.108976
2864.29176,98.884085,89.259478
2862.362944,98.907135,89.38096
2860.434128,98.892516,89.447057
2858.505312,98.869197,89.495906
2856.576496,98.883089,89.57671
2854.64768,98.87139,89.628109
2852.718864,98.765894,89.585399
2850.790048,98.633993,89.529019
2848.861232,98.569282,89.552273
2846.932416,98.649344,89.767757
2845.0036,98.830555,90.135645
2843.074784,98.999077,90.50939
2841.145968,99.105268,90.793488
2839.217152,99.163734,90.979825
2837.288336,99.185826,91.130623
2835.35952,99.205452,91.3018
2833.430704,99.225116,91.440698
2831.501888,99.250836,91.560724
2829.573072,99.268532,91.665122
2827.644256,99.287144,91.777013
2825.71544,99.317839,91.877492
2823.786624,99.324817,91.962833
2821.857808,99.327772,92.06909
2819.928992,99.336461,92.163632
2818.000176,99.327583,92.227074
2816.07136,99.31907,92.302215
2814.142544,99.326411,92.396187
2812.213728,99.34522,92.481662
2810.284912,99.364892,92.547649
2808.356096,99.366214,92.604573
2806.42728,99.36197,92.655701
2804.498464,99.375769,92.727371
2802.569648,99.388665,92.813385
2800.640832,99.399199,92.886191
2798.712016,99.410848,92.938894
2796.7832,99.445918,93.010488
2794.854384,99.469582,93.066613
2792.925568,99.47062,93.097572
2790.996752,99.467168,93.149166
2789.067936,99.477431,93.206762
2787.13912,99.478564,93.246259
2785.210304,99.463703,93.286881
2783.281488,99.478249,93.347505
2781.352672,99.516886,93.414406
2779.423856,99.506718,93.44531
2777.49504,99.513787,93.472499
2775.566224,99.523529,93.511001
2773.637408,99.525148,93.536531
2771.708592,99.535842,93.573484
2769.779776,99.527376,93.606782
2767.85096,99.536259,93.639588
2765.922144,99.551464,93.668048
2763.993328,99.54706,93.701949
2762.064512,99.543714,93.733156
2760.135696,99.551536,93.76146
2758.20688,99.564917,93.796432
2756.278064,99.567552,93.803695
2754.349248,99.531197,93.791299
2752.420432,99.502099,93.797149
2750.491616,99.519241,93.827438
2748.5628,99.525739,93.85339
2746.633984,99.509167,93.882093
2744.705168,99.498908,93.904342
2742.776352,99.492611,93.91988
2740.847536,99.482163,93.950983
2738.91872,99.48744,93.971512
2736.989904,99.520488,93.979045
2735.061088,99.527644,94.029253
2733.132272,99.507383,94.068343
2731.203456,99.502814,94.096054
2729.27464,99.528063,94.13592
2727.345824,99.517984,94.148506
2725.417008,99.501731,94.163342
2723.488192,99.52451,94.211609
2721.559376,99.542124,94.260539
2719.63056,99.541513,94.282442
2717.701744,99.526639,94.311716
2715.772928,99.535127,94.358887
2713.844112,99.561259,94.403323
2711.915296,99.596115,94.434717
2709.98648,99.608451,94.456016
2708.057664,99.590503,94.485605
2706.128848,99.575271,94.508606
2704.200032,99.594391,94.537868
2702.271216,99.619777,94.564275
2700.3424,99.616363,94.581494
2698.413584,99.605005,94.606391
2696.484768,99.597972,94.602849
2694.555952,99.595752,94.600267
2692.627136,99.585066,94.614996
2690.69832,99.582596,94.628078
2688.769504,99.593627,94.660561
2686.840688,99.606612,94.680816
2684.911872,99.607742,94.703978
2682.983056,99.600097,94.729295
2681.05424,99.600461,94.731923
2679.125424,99.619071,94.754812
2677.196608,99.642582,94.772702
2675.267792,99.628352,94.759769
2673.338976,99.601227,94.754759
2671.41016,99.609545,94.790067
2669.481344,99.619445,94.815394
2667.552528,99.618126,94.83301
2665.623712,99.622255,94.863124
2663.694896,99.623969,94.858196
2661.76608,99.596487,94.849189
2659.837264,99.587051,94.876968
2657.908448,99.618805,94.91904
2655.979632,99.634704,94.938436
2654.050816,99.616798,94.95315
2652.122,99.60242,94.966772
2650.193184,99.607711,94.983047
2648.264368,99.632252,95.025341
2646.335552,99.648671,95.053673
2644.406736,99.661959,95.064418
2642.47792,99.658708,95.075153
2640.549104,99.664506,95.08967
2638.620288,99.659791,95.110129
2636.691472,99.634032,95.130532
2634.762656,99.647433,95.155032
2632.83384,99.678314,95.179339
2630.905024,99.684524,95.206999
2628.976208,99.670058,95.235503
2627.047392,99.681583,95.265413
2625.118576,99.693502,95.265548
2623.18976,99.71247,95.277678
2621.260944,99.713841,95.294041
2619.332128,99.716845,95.329472
2617.403312,99.699851,95.340999
2615.474496,99.67805,95.326484
2613.54568,99.66404,95.348655
2611.616864,99.676687,95.377012
2609.688048,99.68876,95.397019
2607.759232,99.681275,95.390134
2605.830416,99.688593,95.400892
2603.9016,99.664653,95.407569
2601.972784,99.626237,95.428213
2600.043968,99.648303,95.468919
2598.115152,99.670394,95.490584
2596.186336,99.661446,95.510308
2594.25752,99.672262,95.534038
2592.328704,99.702611,95.574088
2590.399888,99.687201,95.585221
2588.471072,99.677492,95.585994
2586.542256,99.67422,95.57505
2584.61344,99.638477,95.552769
2582.684624,99.648101,95.571762
2580.755808,99.711679,95.626899
2578.826992,99.720908,95.639663
2576.898176,99.704687,95.634425
2574.96936,99.686357,95.63241
2573.040544,99.647252,95.639854
2571.111728,99.663446,95.664856
2569.182912,99.717928,95.701025
2567.254096,99.734539,95.723296
2565.32528,99.756376,95.74204
2563.396464,99.786881,95.791044
2561.467648,99.745026,95.79185
2559.538832,99.694866,95.767021
2557.610016,99.683399,95.761348
2555.6812,99.68611,95.781022
2553.752384,99.685947,95.784345
2551.823568,99.684636,95.786838
2549.894752,99.701142,95.834938
2547.965936,99.720633,95.883052
2546.03712,99.716126,95.885312
2544.108304,99.681162,95.897217
2542.179488,99.670223,95.88592
2540.250672,99.648579,95.858378
2538.321856,99.658594,95.858503
2536.39304,99.701418,95.924864
2534.464224,99.704731,95.953856
2532.535408,99.654736,95.92103
2530.606592,99.636009,95.919701
2528.677776,99.668698,95.932335
2526.74896,99.699833,95.990115
2524.820144,99.67309,96.05004
2522.891328,99.642363,96.055486
2520.962512,99.647818,96.042467
2519.033696,99.63922,96.034028
2517.10488,99.658274,96.046206
2515.176064,99.673362,96.060267
2513.247248,99.6677,96.070282
2511.318432,99.676182,96.095568
2509.389616,99.656041,96.109937
2507.4608,99.667286,96.132663
2505.531984,99.704565,96.145744
2503.603168,99.705504,96.177973
2501.674352,99.69808,96.21486
2499.745536,99.712473,96.246415
2497.81672,99.721013,96.27397
2495.887904,99.734696,96.332488
2493.959088,99.739414,96.364171
2492.030272,99.732074,96.36858
2490.101456,99.746737,96.394651
2488.17264,99.780613,96.450004
2486.243824,99.774449,96.470028
2484.315008,99.728155,96.473279
2482.386192,99.734288,96.48515
2480.457376,99.763577,96.507286
2478.52856,99.75602,96.525662
2476.599744,99.752194,96.577726
2474.670928,99.724875,96.623223
2472.742112,99.717431,96.630322
2470.813296,99.712312,96.647807
2468.88448,99.717469,96.676113
2466.955664,99.719636,96.696079
2465.026848,99.709615,96.696982
2463.098032,99.715128,96.709688
2461.169216,99.710161,96.727331
2459.2404,99.664522,96.723578
2457.311584,99.657495,96.770305
2455.382768,99.661365,96.827621
2453.453952,99.694299,96.838837
2451.525136,99.716019,96.835893
2449.59632,99.717588,96.866196
2447.667504,99.657478,96.863293
2445.738688,99.646745,96.881529
2443.809872,99.676235,96.943459
2441.881056,99.688748,96.985228
2439.95224,99.69223,96.976323
2438.023424,99.72884,96.989979
2436.094608,99.747463,97.041417
2434.165792,99.736659,97.096106
2432.236976,99.736238,97.138744
2430.30816,99.769895,97.161188
2428.379344,99.781901,97.159574
2426.450528,99.778631,97.169258
2424.521712,99.754302,97.172433
2422.592896,99.750651,97.200236
2420.66408,99.744771,97.206221
2418.735264,99.732341,97.17306
2416.806448,99.768162,97.223542
2414.877632,99.804739,97.317417
2412.948816,99.805197,97.342659
2411.02,99.816239,97.376628
2409.091184,99.843373,97.425204
2407.162368,99.861945,97.45168
2405.233552,99.841006,97.431542
2403.304736,99.810262,97.421366
2401.37592,99.844003,97.465495
2399.447104,99.825879,97.447798
2397.518288,99.766622,97.39379
2395.589472,99.753376,97.389059
2393.660656,99.741957,97.432132
2391.73184,99.728612,97.450305
2389.803024,99.713228,97.445782
2387.874208,99.659027,97.434529
2385.945392,99.539059,97.342044
2384.016576,99.312453,97.195123
2382.08776,98.980289,96.997815
2380.158944,98.596889,96.761822
2378.230128,98.169683,96.462212
2376.301312,97.684563,96.122267
2374.372496,97.140805,95.778021
2372.44368,96.539788,95.39692
2370.514864,95.918531,94.967919
2368.586048,95.257384,94.614118
2366.657232,94.603543,94.177124
2364.728416,94.134361,93.754555
2362.7996,93.812061,93.605843
2360.870784,93.552352,93.60717
2358.941968,93.548136,93.691034
2357.013152,93.797749,93.709516
2355.084336,94.232928,93.922267
2353.15552,94.874641,94.323845
2351.226704,95.666688,94.803131
2349.297888,96.371874,95.257876
2347.369072,96.469841,95.380388
2345.440256,95.974698,95.130769
2343.51144,95.453142,94.865008
2341.582624,95.26216,94.688862
2339.653808,95.342252,94.622924
2337.724992,95.42566,94.662224
2335.796176,95.520193,94.784959
2333.86736,95.631224,94.914027
2331.938544,95.644918,94.955083
2330.009728,95.670747,94.968842
2328.080912,95.850455,95.068418
2326.152096,96.060596,95.229466
2324.22328,96.217314,95.371943
