##TITLE=No Description
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=%T
399.264912  	86.919124 
401.193728  	86.056413 
403.122544  	93.302025 
405.051360  	97.326087 
406.980176  	95.737055 
408.908992  	91.102253 
410.837808  	92.530533 
412.766624  	94.418244 
414.695440  	96.812721 
416.624256  	91.763202 
418.553072  	84.033497 
420.481888  	92.115960 
422.410704  	95.464198 
424.339520  	97.014931 
426.268336  	105.463478 
428.197152  	105.203483 
430.125968  	105.758456 
432.054784  	107.754120 
433.983600  	105.134043 
435.912416  	103.379860 
437.841232  	111.115115 
439.770048  	111.042470 
441.698864  	105.966777 
443.627680  	104.026804 
445.556496  	103.387224 
447.485312  	104.400137 
449.414128  	101.607675 
451.342944  	102.280820 
453.271760  	105.125581 
455.200576  	103.485111 
457.129392  	100.372668 
459.058208  	102.225644 
460.987024  	105.255096 
462.915840  	108.824293 
464.844656  	109.032492 
466.773472  	114.772654 
468.702288  	113.528847 
470.631104  	108.007892 
472.559920  	107.286216 
474.488736  	106.773589 
476.417552  	106.901801 
478.346368  	107.034416 
480.275184  	110.349610 
482.204000  	109.386841 
484.132816  	102.917959 
486.061632  	103.553392 
487.990448  	107.915090 
489.919264  	111.746107 
491.848080  	112.071963 
493.776896  	108.896122 
495.705712  	106.946620 
497.634528  	108.776437 
499.563344  	108.469629 
501.492160  	105.369338 
503.420976  	105.333498 
505.349792  	107.961246 
507.278608  	108.265301 
509.207424  	104.311290 
511.136240  	102.483344 
513.065056  	104.449034 
514.993872  	103.965017 
516.922688  	103.171481 
518.851504  	100.751474 
520.780320  	99.249655 
522.709136  	96.780605 
524.637952  	95.046683 
526.566768  	92.566822 
528.495584  	90.483432 
530.424400  	89.738175 
532.353216  	88.301386 
534.282032  	85.916679 
536.210848  	82.984811 
538.139664  	81.429612 
540.068480  	79.401556 
541.997296  	76.990559 
543.926112  	76.008546 
545.854928  	74.965570 
547.783744  	73.907172 
549.712560  	72.731602 
551.641376  	71.938950 
553.570192  	70.642054 
555.499008  	69.800020 
557.427824  	68.840788 
559.356640  	67.940299 
561.285456  	67.828506 
563.214272  	67.521657 
565.143088  	67.197599 
567.071904  	66.679002 
569.000720  	65.512536 
570.929536  	64.931370 
572.858352  	64.084239 
574.787168  	64.096110 
576.715984  	63.472429 
578.644800  	62.319952 
580.573616  	62.174573 
582.502432  	61.618539 
584.431248  	60.855477 
586.360064  	59.905596 
588.288880  	59.015504 
590.217696  	58.126653 
592.146512  	57.380292 
594.075328  	56.591624 
596.004144  	55.856253 
597.932960  	55.101704 
599.861776  	54.917426 
601.790592  	55.140767 
603.719408  	55.347647 
605.648224  	55.143644 
607.577040  	55.410626 
609.505856  	56.170941 
611.434672  	56.773636 
613.363488  	57.220339 
615.292304  	57.548921 
617.221120  	57.801310 
619.149936  	58.095177 
621.078752  	57.673513 
623.007568  	56.636989 
624.936384  	56.048338 
626.865200  	55.973345 
628.794016  	55.687186 
630.722832  	55.445160 
632.651648  	55.153496 
634.580464  	54.896176 
636.509280  	54.793692 
638.438096  	54.484670 
640.366912  	53.999538 
642.295728  	53.676923 
644.224544  	53.469426 
646.153360  	53.177381 
648.082176  	52.894193 
650.010992  	52.674910 
651.939808  	52.495394 
653.868624  	52.319306 
655.797440  	52.212789 
657.726256  	52.119965 
659.655072  	51.950383 
661.583888  	51.924007 
663.512704  	51.921314 
665.441520  	51.584730 
667.370336  	51.228327 
669.299152  	51.902226 
671.227968  	52.066175 
673.156784  	52.168259 
675.085600  	52.363112 
677.014416  	52.627876 
678.943232  	52.814839 
680.872048  	53.054183 
682.800864  	53.230169 
684.729680  	53.451273 
686.658496  	53.651983 
688.587312  	53.808582 
690.516128  	53.942625 
692.444944  	54.058048 
694.373760  	54.111883 
696.302576  	54.079087 
698.231392  	53.918469 
700.160208  	53.811121 
702.089024  	53.701824 
704.017840  	53.665012 
705.946656  	53.727676 
707.875472  	53.864640 
709.804288  	54.038602 
711.733104  	54.345780 
713.661920  	54.817737 
715.590736  	55.375357 
717.519552  	55.882012 
719.448368  	56.431288 
721.377184  	57.073900 
723.306000  	57.719355 
725.234816  	58.251725 
727.163632  	58.680221 
729.092448  	59.053142 
731.021264  	59.387944 
732.950080  	59.667885 
734.878896  	59.929831 
736.807712  	60.122965 
738.736528  	60.314066 
740.665344  	60.471452 
742.594160  	60.566258 
744.522976  	60.601653 
746.451792  	60.614313 
748.380608  	60.508522 
750.309424  	60.353753 
752.238240  	60.124484 
754.167056  	59.900356 
756.095872  	59.668237 
758.024688  	59.439295 
759.953504  	59.304755 
761.882320  	59.338804 
763.811136  	59.552629 
765.739952  	59.915847 
767.668768  	60.451445 
769.597584  	61.197287 
771.526400  	62.088807 
773.455216  	63.050723 
775.384032  	63.964575 
777.312848  	64.781921 
779.241664  	65.441644 
781.170480  	65.924660 
783.099296  	66.314076 
785.028112  	66.659179 
786.956928  	66.959711 
788.885744  	67.264671 
790.814560  	67.561777 
792.743376  	67.883277 
794.672192  	68.189761 
796.601008  	68.489713 
