wavenumber,II1,III11,IV1
1006.841952,65.456107,56.480839,84.382339
1004.913136,65.39738,56.424283,84.414891
1002.98432,65.248517,56.329814,84.436687
1001.055504,65.057142,56.223986,84.467523
999.126688,64.875868,56.117395,84.498417
997.197872,64.756107,56.068263,84.531351
995.269056,64.733279,56.137692,84.576909
993.34024,64.831959,56.333986,84.661536
991.411424,65.116178,56.766976,84.825452
989.482608,65.640566,57.470169,85.081326
987.553792,66.408843,58.434785,85.41161
985.624976,67.421427,59.656692,85.829787
983.69616,68.614249,61.111291,86.306535
981.767344,69.941377,62.735318,86.810844
979.838528,71.342829,64.430409,87.308639
977.909712,72.7045,66.043801,87.735548
975.980896,73.986112,67.504231,88.089496
974.05208,75.148405,68.800202,88.405713
972.123264,76.172907,69.92517,88.608969
970.194448,77.074226,70.915147,88.730858
968.265632,77.863286,71.750516,88.848773
966.336816,78.567143,72.512356,88.970825
964.408,79.18544,73.259408,89.123504
962.479184,79.755226,73.960184,89.299977
960.550368,80.287823,74.646756,89.523978
958.621552,80.81484,75.324295,89.779444
956.692736,81.316929,75.925932,90.033015
954.76392,81.70303,76.414373,90.210767
952.835104,81.961151,76.764031,90.288217
950.906288,82.144898,77.028803,90.386562
948.977472,82.196925,77.1611,90.529479
947.048656,82.087869,77.155268,90.660766
945.11984,81.828152,76.992029,90.723796
943.191024,81.535321,76.745616,90.740818
941.262208,81.229656,76.532038,90.738868
939.333392,81.015796,76.446747,90.79893
937.404576,80.92618,76.452019,90.961847
935.47576,80.86436,76.478928,91.080675
933.546944,80.850322,76.51702,91.153295
931.618128,80.926874,76.641981,91.313176
929.689312,81.038566,76.828039,91.456466
927.760496,81.147578,77.071565,91.571048
925.83168,81.309461,77.362171,91.731296
923.902864,81.526001,77.66952,91.916949
921.974048,81.828319,78.036189,92.090768
920.045232,82.189864,78.469017,92.262421
918.116416,82.583354,78.94399,92.405792
916.1876,82.996466,79.41663,92.535125
914.258784,83.407322,79.884252,92.723386
912.329968,83.76457,80.337686,92.892486
910.401152,84.049343,80.674765,92.980726
908.472336,84.260146,80.904116,92.997517
906.54352,84.476754,81.095785,93.042799
904.614704,84.656067,81.274108,93.105415
902.685888,84.752276,81.399146,93.131922
900.757072,84.843082,81.513506,93.158102
898.828256,84.956055,81.671348,93.19652
896.89944,85.083502,81.830194,93.252072
894.970624,85.206249,81.971913,93.343907
893.041808,85.379068,82.189988,93.485739
891.112992,85.582258,82.434477,93.590709
889.184176,85.73957,82.630132,93.638138
887.25536,85.921393,82.853286,93.678685
885.326544,86.149017,83.153965,93.788516
883.397728,86.321731,83.405967,93.899439
881.468912,86.440957,83.54883,93.938653
879.540096,86.519249,83.62127,93.94936
877.61128,86.487891,83.605212,93.95193
875.682464,86.358252,83.468681,93.92636
873.753648,86.214342,83.306357,93.917661
871.824832,86.010656,83.079034,93.870057
869.896016,85.761432,82.785184,93.825439
867.9672,85.481989,82.435115,93.739828
866.038384,85.187315,82.054502,93.626571
864.109568,84.96167,81.769371,93.560132
862.180752,84.798708,81.567484,93.50163
860.251936,84.669289,81.431454,93.418333
858.32312,84.594879,81.314889,93.352722
856.394304,84.563849,81.287563,93.356904
854.465488,84.556226,81.278469,93.322706
852.536672,84.546319,81.189654,93.232371
850.607856,84.507552,81.071261,93.146185
848.67904,84.521972,81.009178,93.069976
846.750224,84.53238,80.938391,92.940763
844.821408,84.497388,80.80902,92.769815
842.892592,84.543136,80.78701,92.708988
840.963776,84.682551,80.953983,92.799011
839.03496,84.829893,81.174674,92.876706
837.106144,85.007461,81.393791,92.989584
835.177328,85.242738,81.686192,93.160106
833.248512,85.46273,81.978037,93.292714
831.319696,85.662591,82.189157,93.351435
829.39088,85.847945,82.343192,93.407117
827.462064,85.98732,82.429937,93.471819
825.533248,86.033568,82.429869,93.466469
823.604432,86.052812,82.36694,93.435975
821.675616,86.034213,82.264225,93.390991
819.7468,85.985682,82.220152,93.302363
817.817984,86.004487,82.181431,93.28872
815.889168,85.958456,82.036695,93.261408
813.960352,85.893532,81.905813,93.23884
812.031536,85.785702,81.777967,93.164239
810.10272,85.727886,81.613041,93.103881
808.173904,85.643244,81.455932,93.046376
806.245088,85.497655,81.26495,92.966681
804.316272,85.380966,81.045977,92.896609
802.387456,85.252989,80.81327,92.800342
800.45864,85.084694,80.613622,92.714055
798.529824,84.907191,80.492113,92.64297
796.601008,84.802697,80.402308,92.648153
794.672192,84.737152,80.335014,92.717055
792.743376,84.663407,80.315065,92.781015
790.81456,84.590464,80.313477,92.821344
788.885744,84.532657,80.274681,92.839565
786.956928,84.444958,80.231997,92.847172
785.028112,84.352139,80.173,92.85828
783.099296,84.279912,80.111388,92.880266
781.17048,84.201554,80.066583,92.939304
779.241664,84.087143,79.942592,92.955913
777.312848,83.886046,79.745579,92.888831
775.384032,83.659576,79.537722,92.841569
773.455216,83.38551,79.283526,92.771351
771.5264,83.04472,78.982218,92.657851
769.597584,82.719702,78.64736,92.606941
767.668768,82.363031,78.293349,92.544145
765.739952,81.989828,77.932042,92.435644
763.811136,81.747549,77.64742,92.354724
761.88232,81.568768,77.450512,92.255576
759.953504,81.504654,77.357516,92.231172
758.024688,81.588014,77.403357,92.273303
756.095872,81.723216,77.543585,92.301119
754.167056,81.956225,77.746066,92.319188
752.23824,82.228534,77.992979,92.338231
750.309424,82.437076,78.243798,92.376515
748.380608,82.672382,78.488974,92.447822
746.451792,82.880824,78.608526,92.439304
744.522976,83.016586,78.634391,92.365944
742.59416,83.095647,78.632765,92.308705
740.665344,83.116424,78.577804,92.202371
738.736528,83.095906,78.521892,92.144061
736.807712,83.063519,78.491972,92.181181
734.878896,83.055637,78.518206,92.251219
732.95008,83.025469,78.552283,92.340529
731.021264,82.938904,78.496819,92.378664
729.092448,82.916511,78.483328,92.471797
727.163632,82.834198,78.428597,92.504789
725.234816,82.628073,78.217249,92.399134
723.306,82.444523,77.949161,92.317749
721.377184,82.254778,77.679711,92.277402
719.448368,81.972919,77.360693,92.205774
717.519552,81.664724,77.062808,92.083219
715.590736,81.365947,76.792113,91.974955
713.66192,81.07692,76.455382,91.867351
711.733104,80.841493,76.161654,91.773329
709.804288,80.662932,75.950092,91.733736
707.875472,80.548682,75.825838,91.782736
705.946656,80.447937,75.727129,91.739448
704.01784,80.441728,75.753142,91.730187
702.089024,80.494496,75.881671,91.806131
700.160208,80.579767,75.968615,91.844366
698.231392,80.704691,76.053034,91.842749
696.302576,80.85425,76.201335,91.904677
694.37376,80.958214,76.297879,91.974767
692.444944,80.962527,76.365455,91.919596
690.516128,80.991388,76.375037,91.89566
688.587312,81.057788,76.335718,91.976
686.658496,81.108627,76.352277,92.071163
684.72968,81.074107,76.358403,92.045717
682.800864,81.002704,76.23495,91.924141
680.872048,80.97014,76.165179,91.896146
678.943232,80.886081,76.112719,91.935144
677.014416,80.820549,76.035788,91.885904
675.0856,80.769991,75.884837,91.762037
673.156784,80.777766,75.745157,91.753501
671.227968,80.716054,75.733811,91.691888
669.299152,80.673595,75.88232,91.580248
667.370336,80.386434,75.205376,91.303156
665.44152,80.349944,75.108364,91.35397
663.512704,80.489495,75.323002,91.489378
661.583888,80.565443,75.352847,91.570574
659.655072,80.542765,75.357058,91.455627
657.726256,80.548423,75.361914,91.396391
655.79744,80.630678,75.498709,91.501855
653.868624,80.677236,75.575646,91.476493
651.939808,80.753683,75.714234,91.465775
650.010992,80.95244,75.942649,91.68451
648.082176,80.997767,75.920536,91.602931
646.15336,80.863765,75.846508,91.490395
644.224544,80.919315,75.883775,91.599266
642.295728,81.131815,76.120381,91.68264
640.366912,81.360259,76.423227,91.762239
638.438096,81.546198,76.542824,91.876041
636.50928,81.74209,76.748993,91.957229
634.580464,81.877521,76.803239,91.878494
632.651648,81.801851,76.77147,91.833056
630.722832,82.031211,77.007446,92.214931
628.794016,82.298684,77.191469,92.546137
626.8652,82.148154,77.204316,92.3907
624.936384,82.047777,77.366363,92.098379
623.007568,82.082489,77.522258,91.90911
621.078752,82.416108,77.856025,92.076114
619.149936,82.687293,78.050075,92.319797
617.22112,82.529291,77.864728,92.3564
615.292304,82.344587,77.727915,92.129806
613.363488,82.221273,77.614828,92.199105
611.434672,82.125585,77.327359,92.261309
609.505856,81.653988,76.927779,91.927722
607.57704,81.020465,76.663576,91.703043
605.648224,80.633139,76.150274,91.378504
603.719408,80.429362,75.725076,91.177601
601.790592,80.536306,75.80641,91.23101
599.861776,80.682929,75.957706,91.480413
597.93296,80.979225,76.390151,91.850066
596.004144,81.23641,76.458662,91.844998
594.075328,81.157432,76.246019,91.474249
592.146512,81.641387,77.167739,91.709409
590.217696,81.928404,77.612745,92.029864
588.28888,81.478785,76.836827,91.713457
586.360064,81.870664,77.242187,91.965596
584.431248,82.537831,78.442683,92.226369
582.502432,83.089167,79.586896,92.459524
580.573616,83.692093,80.725991,92.80896
578.6448,84.094953,81.147509,92.973762
576.715984,83.98697,80.973983,93.49131
574.787168,84.616282,80.85869,93.492415
572.858352,85.714105,81.659765,93.491175
570.929536,85.453293,82.432087,93.133137
569.00072,84.829261,82.49212,92.429293
567.071904,84.229435,81.87704,91.832634
565.143088,84.680748,81.509185,92.08115
563.214272,86.379284,82.174194,93.785819
561.285456,87.312148,83.166767,95.017125
559.35664,87.250018,83.734321,94.955308
557.427824,87.281233,84.346681,95.303006
555.499008,87.878815,84.19626,95.436704
553.570192,88.881088,84.762409,95.315712
551.641376,89.058504,86.172915,95.446837
549.71256,87.990448,86.051754,94.682599
547.783744,88.139992,86.777607,94.024364
545.854928,89.80214,86.788593,94.589483
543.926112,90.572179,86.814172,95.549355
541.997296,90.811954,88.739576,96.355224
540.06848,92.173827,89.946461,96.442373
538.139664,92.552831,91.30248,97.991988
536.210848,92.275405,91.73099,97.690086
534.282032,93.380554,92.176271,97.248322
532.353216,95.602487,94.137817,97.712322
530.4244,94.8497,94.654012,97.207116
528.495584,93.283608,94.072285,96.64069
526.566768,94.606974,95.584215,96.981724
524.637952,99.622859,99.272168,99.434138
522.709136,100.940478,99.662864,100.739677
520.78032,100.408676,100.597535,101.427976
518.851504,100.194958,101.649927,101.556383
516.922688,102.320954,102.287675,102.219585
514.993872,103.359113,100.685195,102.385552
513.065056,103.973308,99.707297,101.838488
511.13624,104.957044,101.373233,101.719473
509.207424,105.309038,104.352409,101.543608
507.278608,104.430841,106.126754,102.200396
505.349792,101.953022,103.954101,102.218583
503.420976,103.46208,102.236739,101.120819
501.49216,108.054104,104.55514,103.166604
499.563344,104.980345,105.060732,104.080475
497.634528,102.611821,105.608198,103.127209
495.705712,102.234372,105.411002,102.314909
493.776896,103.122823,104.902841,102.231894
491.84808,102.68261,107.609025,102.652664
489.919264,104.594694,113.197322,104.688824
487.990448,105.656945,110.718583,103.61395
486.061632,105.611737,107.492141,105.350626
484.132816,105.180533,107.32381,104.66891
482.204,102.487878,109.859342,102.008203
480.275184,101.702153,108.015591,101.033392
478.346368,98.792828,101.463858,98.881411
476.417552,98.988313,100.712692,98.190238
474.488736,104.056992,102.427528,98.340572
472.55992,111.279797,104.361955,104.640361
470.631104,112.444868,108.566898,110.880288
468.702288,112.421778,113.087065,108.019944
466.773472,108.145029,111.345605,102.721152
464.844656,102.966906,106.049184,103.071904
462.91584,104.461123,102.648738,99.783532
460.987024,101.091291,97.493509,94.110112
459.058208,97.072965,97.820194,92.707681
457.129392,99.097252,102.921713,94.249853
455.200576,97.450229,98.352363,92.893306
453.27176,100.231588,95.924228,93.071009
451.342944,105.268371,100.677374,98.444089
449.414128,107.470778,108.690177,104.53591
447.485312,107.562866,109.104972,115.399929
445.556496,109.615906,101.957888,120.434406
443.62768,106.599105,102.379594,109.776395
441.698864,104.589214,102.149205,97.324384
439.770048,107.566829,106.604455,101.214301
437.841232,105.77821,107.29053,103.248859
435.912416,94.877397,101.466193,99.877596
433.9836,91.888723,101.958842,99.695212
432.054784,96.266099,105.101231,102.846325
430.125968,104.58868,107.553901,105.239083
428.197152,107.551782,110.25302,104.079194
426.268336,106.182353,107.822767,98.76662
424.33952,105.348849,102.024218,93.191576
422.410704,105.178153,100.579113,95.608986
420.481888,96.155001,95.92119,98.455253
418.553072,89.975635,90.899758,99.483428
416.624256,96.87789,99.9055,102.189204
414.69544,104.936647,105.878159,103.530098
412.766624,107.48761,107.53226,104.833354
410.837808,99.432534,104.174121,98.714597
408.908992,92.387645,98.88165,92.29454
406.980176,97.289147,95.849664,93.802828
405.05136,100.274622,92.378763,93.787951
403.122544,101.747406,96.526494,97.233106
401.193728,91.921012,93.979635,86.511892
399.264912,83.915381,82.098032,80.814175
